title,url,instructionalLevel,corpus
Learn W3.CSS,https://www.udemy.com/learn-w3css/,All Levels,Learn W3.CSS learn w3cssWeb DevelopmentAll Levels
Learning Axure RP,https://www.udemy.com/learning-axure-rp/,All Levels,Learning Axure RP learning axure rpWeb DevelopmentAll Levels
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",https://www.udemy.com/a-complete-guide-to-install-wordpress-php-on-cloud-server-aws-or-vps/,All Levels,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS a complete guide to install wordpress php on cloud server aws or vpsWeb DevelopmentAll Levels"
"Kids Coding -Introduction to HTML, CSS and JavaScript",https://www.udemy.com/kids-coding-introduction-to-html-css-and-javascript/,Beginner Level,"Kids Coding -Introduction to HTML, CSS and JavaScript kids coding introduction to html css and javascriptWeb DevelopmentBeginner Level"
Introduction to Voice Design with Amazon's Alexa,https://www.udemy.com/amazonalexa/,Beginner Level,Introduction to Voice Design with Amazon's Alexa amazonalexaWeb DevelopmentBeginner Level
How to Create a Social Network For a Niche-Related Community,https://www.udemy.com/how-to-create-a-social-network/,All Levels,How to Create a Social Network For a Niche-Related Community how to create a social networkWeb DevelopmentAll Levels
Webpack 1 & 2 - The Complete Guide,https://www.udemy.com/webpack-complete-guide/,All Levels,Webpack 1 & 2 - The Complete Guide webpack complete guideWeb DevelopmentAll Levels
Star Rating Project AJAX with JSON response from PHP MySQL,https://www.udemy.com/star-rating-project-ajax-with-json-response-from-php-mysql/,Beginner Level,Star Rating Project AJAX with JSON response from PHP MySQL star rating project ajax with json response from php mysqlWeb DevelopmentBeginner Level
Wordpress for beginners :Build Websites Fast without Coding ,https://www.udemy.com/wordpress-create-websites-fast-wo-coding-and-make-money/,All Levels,Wordpress for beginners :Build Websites Fast without Coding  wordpress create websites fast wo coding and make moneyWeb DevelopmentAll Levels
ASP.Net MVC Quick Start,https://www.udemy.com/aspnet-mvc-quick-start/,Intermediate Level,ASP.Net MVC Quick Start aspnet mvc quick startWeb DevelopmentIntermediate Level
Build a Chatbot integrated Website using Bootstrap 4,https://www.udemy.com/build-a-chatbot-integrated-website-using-bootstrap-4/,All Levels,Build a Chatbot integrated Website using Bootstrap 4 build a chatbot integrated website using bootstrap 4Web DevelopmentAll Levels
How To Create A WordPress Website Without Paying A Developer,https://www.udemy.com/wordpress-website-in-under-one-hour/,Beginner Level,How To Create A WordPress Website Without Paying A Developer wordpress website in under one hourWeb DevelopmentBeginner Level
PSD to Bootstrap 3 for Beginners using HTML & CSS,https://www.udemy.com/psd-to-bootstrap/,Beginner Level,PSD to Bootstrap 3 for Beginners using HTML & CSS psd to bootstrapWeb DevelopmentBeginner Level
Build Advanced Responsive Websites with Foundation 6 & SASS,https://www.udemy.com/foundation-5-sass-learn-by-building-a-complete-website/,All Levels,Build Advanced Responsive Websites with Foundation 6 & SASS foundation 5 sass learn by building a complete websiteWeb DevelopmentAll Levels
Learn Essential Javascript Fundamentals - Lite,https://www.udemy.com/learn-essential-javascript-fundamentals-lite/,All Levels,Learn Essential Javascript Fundamentals - Lite learn essential javascript fundamentals liteWeb DevelopmentAll Levels
Learn HTML in 2 hours!,https://www.udemy.com/learn-html5-in-2-hours/,Beginner Level,Learn HTML in 2 hours! learn html5 in 2 hoursWeb DevelopmentBeginner Level
Laravel 4 try and enjoy php coding,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/,Beginner Level,Laravel 4 try and enjoy php coding laravel 4 try and enjoy php codingWeb DevelopmentBeginner Level
Wordpress Beginner Tutorial: Build Your First Website,https://www.udemy.com/wordpress-beginner-tutorial-build-your-first-website/,Beginner Level,Wordpress Beginner Tutorial: Build Your First Website wordpress beginner tutorial build your first websiteWeb DevelopmentBeginner Level
Build Complex Express Sites with Redis and Socket IO,https://www.udemy.com/build-complex-express-sites-with-redis-and-socket-io/,Intermediate Level,Build Complex Express Sites with Redis and Socket IO build complex express sites with redis and socket ioWeb DevelopmentIntermediate Level
Building a ASP.NET MVC 5 Membership Website,https://www.udemy.com/building-a-mvc-5-membership-website/,Intermediate Level,Building a ASP.NET MVC 5 Membership Website building a mvc 5 membership websiteWeb DevelopmentIntermediate Level
Drupal Views: Introduction to Enhancing Your Drupal Website,https://www.udemy.com/drupalviews/,Beginner Level,Drupal Views: Introduction to Enhancing Your Drupal Website drupalviewsWeb DevelopmentBeginner Level
Bootstrap Bootcamp - Responsive web development- 8 projects,https://www.udemy.com/bootstrap-bootcamp-with-projects/,All Levels,Bootstrap Bootcamp - Responsive web development- 8 projects bootstrap bootcamp with projectsWeb DevelopmentAll Levels
Self Advertise Using PowerPoint Twitter and Facebook on ios,https://www.udemy.com/the-basic-roadmap-to-power-point-advertising-for-mac/,Beginner Level,Self Advertise Using PowerPoint Twitter and Facebook on ios the basic roadmap to power point advertising for macWeb DevelopmentBeginner Level
Learning Bootstrap 3 - Tutorial From Infinite Skills,https://www.udemy.com/bootstrap-3/,All Levels,Learning Bootstrap 3 - Tutorial From Infinite Skills bootstrap 3Web DevelopmentAll Levels
Practical Web Development: Make Websites Quickly And Easily,https://www.udemy.com/make-beautiful-websites-in-a-few-hours/,All Levels,Practical Web Development: Make Websites Quickly And Easily make beautiful websites in a few hoursWeb DevelopmentAll Levels
"Learn animation using CSS3, Javascript and HTML5",https://www.udemy.com/animating-css-javascript/,All Levels,"Learn animation using CSS3, Javascript and HTML5 animating css javascriptWeb DevelopmentAll Levels"
Creating Interactive HTML5 Video,https://www.udemy.com/creating-interactive-html5-video/,Intermediate Level,Creating Interactive HTML5 Video creating interactive html5 videoWeb DevelopmentIntermediate Level
Optimizing Wordpress for More Speed and Revenue,https://www.udemy.com/optimizing-wordpress-for-more-speed-and-revenue/,Intermediate Level,Optimizing Wordpress for More Speed and Revenue optimizing wordpress for more speed and revenueWeb DevelopmentIntermediate Level
JavaScript project Learn to create a memory Game and more,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/,Beginner Level,JavaScript project Learn to create a memory Game and more javascript project learn to create a memory game and moreWeb DevelopmentBeginner Level
The Complete JavaScript Bootcamp,https://www.udemy.com/the-complete-javascript-bootcamp/,All Levels,The Complete JavaScript Bootcamp the complete javascript bootcampWeb DevelopmentAll Levels
JavaScript for Absolute Beginners,https://www.udemy.com/javascript-for-absolute-beginners/,Beginner Level,JavaScript for Absolute Beginners javascript for absolute beginnersWeb DevelopmentBeginner Level
Complete JavaScript Course for Beginners with Easy Examples,https://www.udemy.com/javascript-for-dummies-and-newbies/,All Levels,Complete JavaScript Course for Beginners with Easy Examples javascript for dummies and newbiesWeb DevelopmentAll Levels
Angular 2 Master Class with Alejandro Rangel,https://www.udemy.com/angular-2-master-class-with-alejandro-rangel/,All Levels,Angular 2 Master Class with Alejandro Rangel angular 2 master class with alejandro rangelWeb DevelopmentAll Levels
Quick learning jQuery web development,https://www.udemy.com/quick-learning-jquery-web-development/,Intermediate Level,Quick learning jQuery web development quick learning jquery web developmentWeb DevelopmentIntermediate Level
Google Blogger Course,https://www.udemy.com/free-blogger-course/,Intermediate Level,Google Blogger Course free blogger courseWeb DevelopmentIntermediate Level
"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",https://www.udemy.com/ajax-in-javascript-and-jquery-with-php/,All Levels,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App ajax in javascript and jquery with phpWeb DevelopmentAll Levels"
PHP Tutorial: Learn PHP Basic Programming for Beginners,https://www.udemy.com/php-tutorial-beginners/,Beginner Level,PHP Tutorial: Learn PHP Basic Programming for Beginners php tutorial beginnersWeb DevelopmentBeginner Level
Mastering Modern Web Development Using React,https://www.udemy.com/mastering-modern-web-development-using-react/,All Levels,Mastering Modern Web Development Using React mastering modern web development using reactWeb DevelopmentAll Levels
"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",https://www.udemy.com/fullstack-javascript/,Beginner Level,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB fullstack javascriptWeb DevelopmentBeginner Level"
The Essential Web Developer Course - Build 12 Websites,https://www.udemy.com/the-essential-web-developer-course/,All Levels,The Essential Web Developer Course - Build 12 Websites the essential web developer courseWeb DevelopmentAll Levels
Build Powerful Websites & Blogs using WordPress - No Coding,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/,Beginner Level,Build Powerful Websites & Blogs using WordPress - No Coding powerful websites blogs using wordpress no codingWeb DevelopmentBeginner Level
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,https://www.udemy.com/learn-to-build-web-apps-using-underscorejs-code-like-a-pro/,All Levels,Learn to Build Web Apps using UnderscoreJS : Code Like a Pro learn to build web apps using underscorejs code like a proWeb DevelopmentAll Levels
Building Web Apps Using Flask and Neo4j,https://www.udemy.com/building-web-apps-using-flask-and-neo4j/,All Levels,Building Web Apps Using Flask and Neo4j building web apps using flask and neo4jWeb DevelopmentAll Levels
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,https://www.udemy.com/learn-web-animation-with-svg-and-gsap/,All Levels,Learn Web Animation the Easy Way: An Intro to SVG and GSAP learn web animation with svg and gsapWeb DevelopmentAll Levels
Build Your Own Membership Website With Joomla,https://www.udemy.com/build-your-own-membership-website-with-joomla/,All Levels,Build Your Own Membership Website With Joomla build your own membership website with joomlaWeb DevelopmentAll Levels
Learn Spring Security 4 Basics - Hands On,https://www.udemy.com/learn-spring-security-4-basics-hands-on/,Beginner Level,Learn Spring Security 4 Basics - Hands On learn spring security 4 basics hands onWeb DevelopmentBeginner Level
Display and analyze GIS data on the web with Leaflet.js,https://www.udemy.com/display-and-analyze-gis-data-on-the-web/,Intermediate Level,Display and analyze GIS data on the web with Leaflet.js display and analyze gis data on the webWeb DevelopmentIntermediate Level
How to Build a CMS with PHP,https://www.udemy.com/make-a-cms/,Beginner Level,How to Build a CMS with PHP make a cmsWeb DevelopmentBeginner Level
Responsive Web Design with HTML5 and CSS3 - Introduction,https://www.udemy.com/responsive-web-design-with-html5-and-css3-introduction/,Beginner Level,Responsive Web Design with HTML5 and CSS3 - Introduction responsive web design with html5 and css3 introductionWeb DevelopmentBeginner Level
Master Typescript : Learn Typescript from scratch,https://www.udemy.com/master-typescript/,All Levels,Master Typescript : Learn Typescript from scratch master typescriptWeb DevelopmentAll Levels
XSD :basics for beginners,https://www.udemy.com/xsd-basics-for-beginners/,All Levels,XSD :basics for beginners xsd basics for beginnersWeb DevelopmentAll Levels
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,Intermediate Level,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture angularjs webapi2 efcodefirst web app on 3 tier architectureWeb DevelopmentIntermediate Level
Css Positioning For Absolute Beginners: A Basic Introduction,https://www.udemy.com/learn-how-css-positioning-works-a/,Beginner Level,Css Positioning For Absolute Beginners: A Basic Introduction learn how css positioning works aWeb DevelopmentBeginner Level
Creating User Authentication System in CodeIgniter,https://www.udemy.com/codeigniter-user-authentication-system/,All Levels,Creating User Authentication System in CodeIgniter codeigniter user authentication systemWeb DevelopmentAll Levels
