title,url,instructionalLevel,source,institution,isPaid,corpus
Learn By Example: jQuery,https://www.udemy.com/learn-by-example-jquery/,All Levels,Udemy,Independent/Organisation,True,Learn By Example: jQuery learn by example jqueryIT and Web Development All Levels Udemy Independent/Organisation
Professional Python Web Development Using Flask,https://www.udemy.com/python-flask-course/,Beginner Level,Udemy,Independent/Organisation,True,Professional Python Web Development Using Flask python flask courseIT and Web Development Beginner Level Udemy Independent/Organisation
JavaScript HTML CSS Project make a Quiz Tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,All Levels,Udemy,Independent/Organisation,True,JavaScript HTML CSS Project make a Quiz Tutorial javascript html css project make a quiz tutorialIT and Web Development All Levels Udemy Independent/Organisation
Voiceover Audio Secrets - Your Way to Top Audio Quality,https://www.udemy.com/professional-audio-recording-processing-for-course-creation/,Beginner Level,Udemy,Independent/Organisation,True,Voiceover Audio Secrets - Your Way to Top Audio Quality professional audio recording processing for course creationIT and Web Development Beginner Level Udemy Independent/Organisation
jQuery UI In Depth,https://www.udemy.com/jquery-ui-in-depth/,All Levels,Udemy,Independent/Organisation,True,jQuery UI In Depth jquery ui in depthIT and Web Development All Levels Udemy Independent/Organisation
Codeless Website Development with Adobe Muse,https://www.udemy.com/codeless-website-development-with-adobe-muse/,All Levels,Udemy,Independent/Organisation,True,Codeless Website Development with Adobe Muse codeless website development with adobe museIT and Web Development All Levels Udemy Independent/Organisation
Learn To Build A Google Map App Using Angular 2,https://www.udemy.com/learn-to-build-a-google-map-app-using-angular-2/,Beginner Level,Udemy,Independent/Organisation,True,Learn To Build A Google Map App Using Angular 2 learn to build a google map app using angular 2IT and Web Development Beginner Level Udemy Independent/Organisation
Learn Reactivex From Ground Up,https://www.udemy.com/learn-reactivex-from-ground-up/,Intermediate Level,Udemy,Independent/Organisation,True,Learn Reactivex From Ground Up learn reactivex from ground upIT and Web Development Intermediate Level Udemy Independent/Organisation
Learn HTML in 59 Minutes - Your intro to front-end dev,https://www.udemy.com/learn-html-in-59-minutes/,Beginner Level,Udemy,Independent/Organisation,True,Learn HTML in 59 Minutes - Your intro to front-end dev learn html in 59 minutesIT and Web Development Beginner Level Udemy Independent/Organisation
WordPress Theme Customization 101 (for beginners),https://www.udemy.com/wordpress-theme-customization-101-for-beginners/,Beginner Level,Udemy,Independent/Organisation,True,WordPress Theme Customization 101 (for beginners) wordpress theme customization 101 for beginnersIT and Web Development Beginner Level Udemy Independent/Organisation
Supercharging Development With Atom Text Editor,https://www.udemy.com/atom-text-editor/,All Levels,Udemy,Independent/Organisation,True,Supercharging Development With Atom Text Editor atom text editorIT and Web Development All Levels Udemy Independent/Organisation
Master WCF 4.0 From Scratch Using C#,https://www.udemy.com/masterwcf/,All Levels,Udemy,Independent/Organisation,True,Master WCF 4.0 From Scratch Using C# masterwcfIT and Web Development All Levels Udemy Independent/Organisation
Drupal 7 for Beginners,https://www.udemy.com/drupal-for-beginners/,All Levels,Udemy,Independent/Organisation,True,Drupal 7 for Beginners drupal for beginnersIT and Web Development All Levels Udemy Independent/Organisation
Critical Web Dev Skills & Tools for the Non-Tech Hustler,https://www.udemy.com/critical-web-dev-skills-tools-for-the-non-tech-hustler/,All Levels,Udemy,Independent/Organisation,False,Critical Web Dev Skills & Tools for the Non-Tech Hustler critical web dev skills tools for the non tech hustlerIT and Web Development All Levels Udemy Independent/Organisation
Install WordPress on Computer using XAMPP,https://www.udemy.com/wordpress-xampp/,Beginner Level,Udemy,Independent/Organisation,False,Install WordPress on Computer using XAMPP wordpress xamppIT and Web Development Beginner Level Udemy Independent/Organisation
Java Web Services Part 2,https://www.udemy.com/javawebservicespart2/,Intermediate Level,Udemy,Independent/Organisation,True,Java Web Services Part 2 javawebservicespart2IT and Web Development Intermediate Level Udemy Independent/Organisation
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,https://www.udemy.com/complete-php-course/,All Levels,Udemy,Independent/Organisation,True,Complete PHP Course With Bootstrap3 CMS System & Admin Panel complete php courseIT and Web Development All Levels Udemy Independent/Organisation
Learn To Create WordPress Themes By Building 10 Projects,https://www.udemy.com/learn-to-create-wordpress-themes-by-building-10-projects/,All Levels,Udemy,Independent/Organisation,True,Learn To Create WordPress Themes By Building 10 Projects learn to create wordpress themes by building 10 projectsIT and Web Development All Levels Udemy Independent/Organisation
The Complete NodeJS Course: Build a Full Business Rating App,https://www.udemy.com/learn-nodejs-by-building-an-employee-to-business-rating-app/,All Levels,Udemy,Independent/Organisation,True,The Complete NodeJS Course: Build a Full Business Rating App learn nodejs by building an employee to business rating appIT and Web Development All Levels Udemy Independent/Organisation
Master the MEAN Stack - Learn By Example,https://www.udemy.com/master-the-mean-stack/,Intermediate Level,Udemy,Independent/Organisation,True,Master the MEAN Stack - Learn By Example master the mean stackIT and Web Development Intermediate Level Udemy Independent/Organisation
First Web Application with Spring Boot,https://www.udemy.com/spring-boot-first-web-application/,Beginner Level,Udemy,Independent/Organisation,True,First Web Application with Spring Boot spring boot first web applicationIT and Web Development Beginner Level Udemy Independent/Organisation
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,https://www.udemy.com/html-css-bootstrap-build-your-first-website-today/,Beginner Level,Udemy,Independent/Organisation,True,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap html css bootstrap build your first website todayIT and Web Development Beginner Level Udemy Independent/Organisation
Backbone Tutorial: Learn Backbonejs from Scratch,https://www.udemy.com/backbonejs-tutorial/,All Levels,Udemy,Independent/Organisation,True,Backbone Tutorial: Learn Backbonejs from Scratch backbonejs tutorialIT and Web Development All Levels Udemy Independent/Organisation
AngularJS Custom Directives with Dan Wahlin,https://www.udemy.com/angularjs-custom-directives/,All Levels,Udemy,Independent/Organisation,True,AngularJS Custom Directives with Dan Wahlin angularjs custom directivesIT and Web Development All Levels Udemy Independent/Organisation
Angular 2+ with Typescript - Essential Training,https://www.udemy.com/angular-2-training/,Beginner Level,Udemy,Independent/Organisation,True,Angular 2+ with Typescript - Essential Training angular 2 trainingIT and Web Development Beginner Level Udemy Independent/Organisation
Learn Angular 2 from Beginner to Advanced,https://www.udemy.com/learn-angular-2-from-beginner-to-advanced/,Beginner Level,Udemy,Independent/Organisation,True,Learn Angular 2 from Beginner to Advanced learn angular 2 from beginner to advancedIT and Web Development Beginner Level Udemy Independent/Organisation
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,https://www.udemy.com/create-an-ecommerce-wordpress-website-2016-new-divi-theme/,Beginner Level,Udemy,Independent/Organisation,True,Create an eCommerce Wordpress Website 2016 - New Divi Theme! create an ecommerce wordpress website 2016 new divi themeIT and Web Development Beginner Level Udemy Independent/Organisation
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,https://www.udemy.com/landing-pages-for-entrepreneurs/,All Levels,Udemy,Independent/Organisation,True,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016 landing pages for entrepreneursIT and Web Development All Levels Udemy Independent/Organisation
Learning Docker and Kubernetes by Lab,https://www.udemy.com/learning-docker-and-k8s-by-practice/,All Levels,Udemy,Independent/Organisation,True,Learning Docker and Kubernetes by Lab learning docker and k8s by practiceIT and Web Development All Levels Udemy Independent/Organisation
Projects in ExpressJS - Learn ExpressJs building 10 projects,https://www.udemy.com/projects-in-expressjs-learn-expressjs-building-10-projects/,All Levels,Udemy,Independent/Organisation,True,Projects in ExpressJS - Learn ExpressJs building 10 projects projects in expressjs learn expressjs building 10 projectsIT and Web Development All Levels Udemy Independent/Organisation
PHP For Beginners : Learn PHP From Scratch!,https://www.udemy.com/php-fundamentals-course/,All Levels,Udemy,Independent/Organisation,True,PHP For Beginners : Learn PHP From Scratch! php fundamentals courseIT and Web Development All Levels Udemy Independent/Organisation
Bootstrap 4.0 New Features: Build Responsive Website,https://www.udemy.com/bootstrap4-new-features/,All Levels,Udemy,Independent/Organisation,True,Bootstrap 4.0 New Features: Build Responsive Website bootstrap4 new featuresIT and Web Development All Levels Udemy Independent/Organisation
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,https://www.udemy.com/aspnet-mvc-5-project-cms-and-shopping-cart-with-paypal/,All Levels,Udemy,Independent/Organisation,True,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal aspnet mvc 5 project cms and shopping cart with paypalIT and Web Development All Levels Udemy Independent/Organisation
Professional RESTful API Design using Python Flask,https://www.udemy.com/restful-api-flask-course/,Intermediate Level,Udemy,Independent/Organisation,True,Professional RESTful API Design using Python Flask restful api flask courseIT and Web Development Intermediate Level Udemy Independent/Organisation
HTML5 APIs For JavaScript - A Course For Web Developers ,https://www.udemy.com/html5-apis-for-javascript-a-course-for-web-developers/,All Levels,Udemy,Independent/Organisation,True,HTML5 APIs For JavaScript - A Course For Web Developers  html5 apis for javascript a course for web developersIT and Web Development All Levels Udemy Independent/Organisation
Learn Python Django - A Hands-On Course,https://www.udemy.com/learn-python-django-a-hands-on-course/,Beginner Level,Udemy,Independent/Organisation,True,Learn Python Django - A Hands-On Course learn python django a hands on courseIT and Web Development Beginner Level Udemy Independent/Organisation
